incident_type_primary,address_1,city,state,latitude,longitude,hour_of_day,day_of_week,parent_incident_type
LIQUOR-INTOX IN PUBLIC PLACE,QUADRA ST & CALEDONIA AVE,VICTORIA,BC,48.43077774,-123.3586248,20,Monday,Liquor
ANIMAL CALLS,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44525461,-123.3342615,19,Thursday,Other
LIQUOR-INTOX IN PUBLIC PLACE,900 Block PANDORA AVE,VICTORIA,BC,48.42725159,-123.3575399,16,Monday,Liquor
TRAFFIC-OTHER MOVING PROV,DOUGLAS ST & HILLSIDE AVE,VICTORIA,BC,48.43834349,-123.3669341,7,Monday,Traffic
COLLISION-DAMAGE OVER $1000,FISGARD ST & BLANSHARD ST,VICTORIA,BC,48.42931471,-123.3617965,16,Monday,Traffic
MISCHIEF $5000 OR UNDER,300 Block WATERFRONT CRES,VICTORIA,BC,48.44190209,-123.3784244,8,Monday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block CRAIGFLOWER RD,VICTORIA,BC,48.44008081,-123.3948831,0,Monday,Other
THEFT FROM MV UNDER $5000,700 Block CALEDONIA AVE,VICTORIA,BC,48.43110253,-123.3640582,21,Monday,Theft from Vehicle
THEFT FROM MV UNDER $5000,2500 Block GRAHAM ST,VICTORIA,BC,48.43556761,-123.3546999,8,Monday,Theft from Vehicle
MISCHIEF $5000 OR UNDER,1700 Block ADANAC ST,VICTORIA,BC,48.43523154,-123.3308859,9,Monday,Property Crime
THEFT FROM MV UNDER $5000,600 Block NELSON ST,VICTORIA,BC,48.43007914,-123.4191556,9,Monday,Theft from Vehicle
BREAK & ENTER-BUSINESS,1000 Block TILLICUM RD,VICTORIA,BC,48.44526931,-123.4008872,10,Monday,Breaking & Entering
TRAFFIC-OTHER NON-MOVE PROV,BLANSHARD ST & HILLSIDE AVE,VICTORIA,BC,48.4388967,-123.3634348,14,Monday,Traffic
MISCHIEF $5000 OR UNDER,1000 Block MOSS ST,VICTORIA,BC,48.42197853,-123.3471896,10,Monday,Property Crime
BREAK & ENTER-RESIDENCE,2300 Block RICHMOND AVE,VICTORIA,BC,48.43297372,-123.3293265,14,Monday,Breaking & Entering
THEFT-OTHER UNDER $5000,700 Block HILLSIDE AVE,VICTORIA,BC,48.43882108,-123.3640193,19,Monday,Theft
POSSESSION-CANNABIS OVER 30G,BAY ST & BLANSHARD ST,VICTORIA,BC,48.43557616,-123.3626348,19,Monday,Drugs
THEFT-OTHER UNDER $5000,2400 Block RICHMOND RD,VICTORIA,BC,48.43457924,-123.3289794,19,Monday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,300 Block ROBERT ST,VICTORIA,BC,48.42964126,-123.3887925,20,Monday,Other
THEFT-OTHER UNDER $5000,200 Block WILSON ST,VICTORIA,BC,48.43286898,-123.3840126,19,Monday,Theft
COLLISION-DAMAGE UNDER $1000,3100 Block DOUGLAS ST,VICTORIA,BC,48.44543429,-123.3710341,20,Friday,Traffic
COLLISION-DAMAGE OVER $1000,PANDORA AVE & FERNWOOD RD,VICTORIA,BC,48.42682945,-123.3453523,21,Friday,Traffic
THEFT BICYCLE UNDER $5000,900 Block SOUTHGATE ST,VICTORIA,BC,48.41718574,-123.3614612,14,Monday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block JOHNSON ST,VICTORIA,BC,48.42691057,-123.3623084,14,Tuesday,Other
BREAK & ENTER-BUSINESS,900 Block PANDORA AVE,VICTORIA,BC,48.4274746,-123.3585259,8,Tuesday,Breaking & Entering
COLLISION-DAMAGE OVER $1000,BLANSHARD ST & FAIRFIELD RD,VICTORIA,BC,48.42112226,-123.3630899,13,Tuesday,Traffic
COLLISION-DAMAGE OVER $1000,GORGE RD E & DUNEDIN ST,VICTORIA,BC,48.44117888,-123.3747124,12,Monday,Traffic
MISCHIEF $5000 OR UNDER,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44553685,-123.3336516,9,Tuesday,Property Crime
ASSAULT-COMMON OR TRESPASS,900 Block YATES ST,VICTORIA,BC,48.42562413,-123.3588182,13,Tuesday,Assault
MISCHIEF $5000 OR UNDER,1700 Block ADANAC ST,VICTORIA,BC,48.43520656,-123.3295377,13,Tuesday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,300 Block QUEBEC ST,VICTORIA,BC,48.42156474,-123.3761788,16,Tuesday,Other
THEFT FROM MV UNDER $5000,1100 Block ESQUIMALT RD,VICTORIA,BC,48.43008119,-123.4111134,13,Tuesday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,1400 Block HARRISON ST,VICTORIA,BC,48.42621118,-123.3437139,14,Tuesday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1100 Block ESQUIMALT RD,VICTORIA,BC,48.42986404,-123.4088719,16,Tuesday,Other
THEFT-SHOPLIFTING UNDER $5000,3100 Block SHELBOURNE ST,VICTORIA,BC,48.44759092,-123.3332118,17,Tuesday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,1800 Block COOK ST,VICTORIA,BC,48.42969812,-123.3529502,0,Tuesday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,BASTION SQ,VICTORIA,BC,48.42587017,-123.3697874,17,Tuesday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,FINLAYSON ST & RUTLEDGE ST,VICTORIA,BC,48.44583518,-123.3646676,0,Tuesday,Other
THEFT-SHOPLIFTING UNDER $5000,3100 Block DOUGLAS ST,VICTORIA,BC,48.44619978,-123.3713559,11,Tuesday,Theft
THEFT-SHOPLIFTING UNDER $5000,500 Block JOHNSON ST,VICTORIA,BC,48.42756207,-123.3678312,11,Tuesday,Theft
THEFT-SHOPLIFTING UNDER $5000,500 Block JOHNSON ST,VICTORIA,BC,48.42756207,-123.3678312,11,Tuesday,Theft
THEFT-SHOPLIFTING UNDER $5000,1200 Block GOVERNMENT ST,VICTORIA,BC,48.42603239,-123.367606,11,Tuesday,Theft
MISCHIEF $5000 OR UNDER,500 Block YATES ST,VICTORIA,BC,48.42672096,-123.3688225,12,Tuesday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block OLD ESQUIMALT RD,VICTORIA,BC,48.43296758,-123.3993638,15,Tuesday,Other
THEFT-OTHER UNDER $5000,1200 Block WALNUT ST,VICTORIA,BC,48.4336861,-123.346182,12,Tuesday,Theft
BREAK & ENTER-RESIDENCE,600 Block CONSTANCE AVE,VICTORIA,BC,48.43103042,-123.4182266,21,Tuesday,Breaking & Entering
MISCHIEF $5000 OR UNDER,3100 Block RUTLEDGE ST,VICTORIA,BC,48.44627113,-123.3647918,15,Tuesday,Property Crime
TRAFFIC-INSURANCE VIOLATION,1600 Block QUADRA ST,VICTORIA,BC,48.42831455,-123.3589378,15,Tuesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,GLADSTONE AVE & CHAMBERS ST,VICTORIA,BC,48.43072997,-123.3498563,22,Tuesday,Other
BYLAW-NOISE,500 Block WEST BAY TER,VICTORIA,BC,48.42924048,-123.3977876,23,Tuesday,Other
THEFT FROM MV UNDER $5000,1900 Block DOUGLAS ST,VICTORIA,BC,48.4315202,-123.3645343,10,Tuesday,Theft from Vehicle
OBSTRUCT PEACE/PUBLIC OFFICER,1200 Block RUDLIN ST,VICTORIA,BC,48.42634152,-123.3499943,11,Tuesday,Other
BREAK & ENTER-RESIDENCE,1100 Block HILDA ST,VICTORIA,BC,48.41653609,-123.3538621,14,Tuesday,Breaking & Entering
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504379,-123.3652055,11,Tuesday,Theft
THEFT-OTHER UNDER $5000,400 Block SIMCOE ST,VICTORIA,BC,48.415939,-123.3751554,18,Tuesday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,1500 Block HILLSIDE AVE,VICTORIA,BC,48.44451829,-123.3361792,1,Tuesday,Other
LIQUOR-INTOX IN PUBLIC PLACE,BLANSHARD ST & YATES ST,VICTORIA,BC,48.42596693,-123.3620777,18,Tuesday,Liquor
TRAFFICKING-HEROIN,500 Block ELLICE ST,VICTORIA,BC,48.43899669,-123.3718104,19,Tuesday,Drugs
VEHICLE,DOUGLAS ST & DISCOVERY ST,VICTORIA,BC,48.4319358,-123.3645651,3,Tuesday,Vehicle Stop
THEFT-SHOPLIFTING UNDER $5000,2600 Block QUADRA ST,VICTORIA,BC,48.43847734,-123.3589099,19,Tuesday,Theft
THEFT-OTHER UNDER $5000,2600 Block QUADRA ST,VICTORIA,BC,48.43847734,-123.3589099,19,Tuesday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block EMPRESS AVE,VICTORIA,BC,48.4345254,-123.3537731,3,Tuesday,Other
THEFT-OTHER UNDER $5000,600 Block YATES ST,VICTORIA,BC,48.42650128,-123.3668783,4,Tuesday,Theft
THEFT FROM MV UNDER $5000,1000 Block NORTH PARK ST,VICTORIA,BC,48.42963577,-123.3544245,6,Tuesday,Theft from Vehicle
THEFT FROM MV UNDER $5000,1000 Block ARCADIA ST,VICTORIA,BC,48.44266841,-123.3970621,13,Tuesday,Theft from Vehicle
ASSAULT-COMMON OR TRESPASS,100 Block MOSS ST,VICTORIA,BC,48.41044269,-123.3500216,13,Sunday,Assault
THEFT-OTHER UNDER $5000,1400 Block BAY ST,VICTORIA,BC,48.43427185,-123.3404137,12,Monday,Theft
BYLAW-NOISE,1100 Block HILLSIDE AVE,VICTORIA,BC,48.43986157,-123.3558364,10,Sunday,Other
VEHICLE,900 Block PANDORA AVE,VICTORIA,BC,48.4274746,-123.3585259,11,Tuesday,Vehicle Stop
CAUSE A DISTURBANCE,600 Block VIEW ST,VICTORIA,BC,48.4256314,-123.3670752,12,Wednesday,Disorder
THEFT-OTHER UNDER $5000,2900 Block COOK ST,VICTORIA,BC,48.44365178,-123.348727,9,Wednesday,Theft
ASSAULT-COMMON OR TRESPASS,100 Block ISLAND HWY,VICTORIA,BC,48.4509053,-123.4245117,0,Wednesday,Assault
COLLISION-DAMAGE OVER $1000,BAY ST & DOUGLAS ST,VICTORIA,BC,48.43570965,-123.3654613,13,Wednesday,Traffic
BREAK & ENTER-OTHER,1800 Block CRESCENT RD,VICTORIA,BC,48.41210726,-123.3276313,13,Wednesday,Breaking & Entering
TRAFFIC-OTHER NON-MOVE PROV,1700 Block FORT ST,VICTORIA,BC,48.42939666,-123.330527,16,Wednesday,Traffic
THEFT FROM MV UNDER $5000,500 Block PANDORA AVE,VICTORIA,BC,48.42848981,-123.3692369,1,Wednesday,Theft from Vehicle
THEFT FROM MV UNDER $5000,JOHNSON ST & CHAMBERS ST,VICTORIA,BC,48.42566528,-123.3507203,16,Wednesday,Theft from Vehicle
POSSESSION-COCAINE,BAY ST & PLEASANT ST,VICTORIA,BC,48.43473723,-123.3764195,1,Wednesday,Drugs
ASSAULT-COMMON OR TRESPASS,900 Block DOUGLAS ST,VICTORIA,BC,48.42335108,-123.3656775,2,Wednesday,Assault
THEFT FROM MV UNDER $5000,YATES ST & BLANSHARD ST,VICTORIA,BC,48.42596693,-123.3620777,16,Wednesday,Theft from Vehicle
THEFT-OTHER UNDER $5000,700 Block FORT ST,VICTORIA,BC,48.42459312,-123.3648528,16,Wednesday,Theft
TRAFFIC-OTHER MOVING PROV,BAY ST & BLANSHARD ST,VICTORIA,BC,48.4355812,-123.3628369,2,Wednesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,400 Block STURDEE ST,VICTORIA,BC,48.42789256,-123.4204623,4,Wednesday,Other
LIQUOR-INTOX IN PUBLIC PLACE,1000 Block TILLICUM RD,VICTORIA,BC,48.44526931,-123.4008872,22,Wednesday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,1200 Block CRAIGFLOWER RD,VICTORIA,BC,48.44712045,-123.4135144,23,Wednesday,Other
THEFT-SHOPLIFTING UNDER $5000,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44525461,-123.3342615,14,Sunday,Theft
POSSESSION-COCAINE,900 Block PANDORA AVE,VICTORIA,BC,48.42736586,-123.358505,11,Wednesday,Drugs
FALSE ALARMS,400 Block BETA ST,VICTORIA,BC,48.44604559,-123.375684,23,Wednesday,Alarm
ASSAULTS-OTHER,500 Block FRASER ST,VICTORIA,BC,48.42852984,-123.4133168,22,Saturday,Assault
BREAK & ENTER-OTHER,1300 Block YATES ST,VICTORIA,BC,48.42445555,-123.3452697,8,Wednesday,Breaking & Entering
THEFT-OTHER OVER $5000,500 Block DALLAS RD,VICTORIA,BC,48.41050033,-123.374405,15,Wednesday,Theft
THEFT-SHOPLIFTING UNDER $5000,800 Block ESQUIMALT RD,VICTORIA,BC,48.4309749,-123.3997433,23,Wednesday,Theft
TRAFFICKING-METHAMPHETAMINE,1900 Block DOUGLAS ST,VICTORIA,BC,48.4315202,-123.3645343,15,Wednesday,Drugs
TRAFFIC-INSURANCE VIOLATION,800 Block BAY ST,VICTORIA,BC,48.43552,-123.3618282,15,Wednesday,Traffic
THEFT-OTHER UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504379,-123.3652055,18,Wednesday,Theft
VEHICLE,800 Block TILLICUM RD,VICTORIA,BC,48.43879746,-123.4032134,3,Wednesday,Vehicle Stop
ASSAULT-COMMON OR TRESPASS,2200 Block GOVERNMENT ST,VICTORIA,BC,48.43367992,-123.3672478,18,Wednesday,Assault
COLLISION-DAMAGE OVER $1000,SELKIRK AVE & TILLICUM RD,VICTORIA,BC,48.44323354,-123.4017145,15,Wednesday,Traffic
THEFT-OTHER UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504379,-123.3652055,18,Wednesday,Theft
THEFT-SHOPLIFTING UNDER $5000,2500 Block DOUGLAS ST,VICTORIA,BC,48.43628539,-123.3657667,20,Wednesday,Theft
THEFT BICYCLE UNDER $5000,900 Block ESQUIMALT RD,VICTORIA,BC,48.42965952,-123.4023658,9,Wednesday,Theft
BREAK & ENTER-RESIDENCE,1700 Block CARRICK ST,VICTORIA,BC,48.43687478,-123.3291736,9,Wednesday,Breaking & Entering
ASSAULT-COMMON OR TRESPASS,200 Block SKINNER ST,VICTORIA,BC,48.43558238,-123.3836061,20,Wednesday,Assault
SUSPICIOUS PERS/VEH/OCCURRENCE,600 Block ESQUIMALT RD,VICTORIA,BC,48.43061353,-123.3890896,21,Wednesday,Other
MISCHIEF $5000 OR UNDER,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44553685,-123.3336516,10,Wednesday,Property Crime
ASSAULT-COMMON OR TRESPASS,1900 Block CHAMBERS ST,VICTORIA,BC,48.43006524,-123.349961,21,Wednesday,Assault
TRAFFIC-INSURANCE VIOLATION,800 Block BAY ST,VICTORIA,BC,48.43552,-123.3618282,14,Wednesday,Traffic
BYLAW-NOISE,800 Block BANK ST,VICTORIA,BC,48.42097131,-123.3293701,21,Wednesday,Other
THEFT FROM MV UNDER $5000,1100 Block JOHNSON ST,VICTORIA,BC,48.42590269,-123.3530008,17,Wednesday,Theft from Vehicle
TRAFFIC-OTHER MOVING PROV,BLANSHARD ST & BAY ST,VICTORIA,BC,48.4355812,-123.3628369,14,Wednesday,Traffic
THEFT FROM MV UNDER $5000,100 Block GORGE RD E,VICTORIA,BC,48.44333283,-123.3848643,17,Wednesday,Theft from Vehicle
MISCHIEF $5000 OR UNDER,900 Block YATES ST,VICTORIA,BC,48.42562413,-123.3588182,8,Wednesday,Property Crime
THEFT-OTHER UNDER $5000,2300 Block TRENT ST,VICTORIA,BC,48.43223323,-123.3239299,8,Wednesday,Theft
TRAFFIC-OTHER MOVING PROV,3000 Block BLANSHARD ST,VICTORIA,BC,48.44328103,-123.3653094,9,Wednesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,1600 Block FORT ST,VICTORIA,BC,48.42681781,-123.3362722,15,Wednesday,Other
LIQUOR-INTOX IN PUBLIC PLACE,2200 Block QUADRA ST,VICTORIA,BC,48.43378858,-123.3582137,21,Wednesday,Liquor
THEFT FROM MV UNDER $5000,800 Block COOK ST,VICTORIA,BC,48.42086714,-123.3546722,17,Wednesday,Theft from Vehicle
POSSESS-OTH SCHED I DRUGS/SUBS,1900 Block BAY ST,VICTORIA,BC,48.43362635,-123.3283854,0,Friday,Drugs
SUSPICIOUS PERS/VEH/OCCURRENCE,100 Block WILSON ST,VICTORIA,BC,48.43252618,-123.3814542,1,Thursday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558078,-123.3650406,10,Thursday,Other
FALSE ALARMS,800 Block COURTNEY ST,VICTORIA,BC,48.42251692,-123.3615146,1,Thursday,Alarm
COLLISION-NON-FATAL INJURY,QUADRA ST & PEMBROKE ST,VICTORIA,BC,48.43227899,-123.358433,16,Thursday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,TOLMIE AVE & BLANSHARD ST,VICTORIA,BC,48.44823007,-123.3681383,20,Thursday,Other
ASSAULT-W/WEAPON OR CBH,600 Block CONSTANCE AVE,VICTORIA,BC,48.43250542,-123.4180651,2,Thursday,Assault with Deadly Weapon
COLLISION-DAMAGE OVER $1000,700 Block COOK ST,VICTORIA,BC,48.42032014,-123.3547972,13,Thursday,Traffic
THEFT FROM MV UNDER $5000,1600 Block CHAMBERS ST,VICTORIA,BC,48.42779086,-123.3502504,17,Thursday,Theft from Vehicle
VEHICLE,600 Block VIEW ST,VICTORIA,BC,48.4256314,-123.3670752,15,Wednesday,Vehicle Stop
IMPAIRED OP MOTOR VEH (ALCOH),BLANSHARD ST & BAY ST,VICTORIA,BC,48.4355812,-123.3628369,21,Thursday,Traffic
MISCHIEF $5000 OR UNDER,1700 Block LEE AVE,VICTORIA,BC,48.42929955,-123.3256072,13,Thursday,Property Crime
BREAK & ENTER-OTHER,500 Block SIMCOE ST,VICTORIA,BC,48.41478778,-123.3727372,14,Thursday,Breaking & Entering
VEHICLE,DOUGLAS ST & VIEW ST,VICTORIA,BC,48.4254377,-123.3650891,21,Wednesday,Vehicle Stop
ASSAULT-W/WEAPON OR CBH,3800 Block CAREY RD,VICTORIA,BC,48.45934465,-123.3806973,11,Thursday,Assault with Deadly Weapon
THEFT FROM MV UNDER $5000,100 Block MICHIGAN ST,VICTORIA,BC,48.42077326,-123.3809985,10,Thursday,Theft from Vehicle
THEFT FROM MV UNDER $5000,800 Block PEMBROKE ST,VICTORIA,BC,48.43235199,-123.3599133,14,Thursday,Theft from Vehicle
ROBBERY-OTHER,BLANSHARD ST & PANDORA AVE,VICTORIA,BC,48.42771599,-123.3616968,12,Monday,Robbery
MISCHIEF $5000 OR UNDER,700 Block VIEW ST,VICTORIA,BC,48.42523965,-123.3632921,14,Thursday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558078,-123.3650406,18,Thursday,Theft
ASSAULT-W/WEAPON OR CBH,700 Block VIEW ST,VICTORIA,BC,48.42523965,-123.3632921,8,Thursday,Assault with Deadly Weapon
MISCHIEF $5000 OR UNDER,HILLSIDE AVE & BLANSHARD ST,VICTORIA,BC,48.43892702,-123.3632036,19,Thursday,Property Crime
FALSE ALARMS,2100 Block GOVERNMENT ST,VICTORIA,BC,48.43285806,-123.3671991,0,Thursday,Alarm
SUSPICIOUS PERS/VEH/OCCURRENCE,300 Block HENRY ST,VICTORIA,BC,48.43215248,-123.3849429,9,Thursday,Other
BREAK & ENTER-RESIDENCE,1300 Block TREEBANK RD W,VICTORIA,BC,48.45000588,-123.4183107,20,Thursday,Breaking & Entering
SUSPICIOUS PERS/VEH/OCCURRENCE,100 Block WILSON ST,VICTORIA,BC,48.43252618,-123.3814542,11,Thursday,Other
BREAK & ENTER-RESIDENCE,600 Block DOUGLAS ST,VICTORIA,BC,48.41988422,-123.3662484,12,Thursday,Breaking & Entering
COLLISION-DAMAGE UNDER $1000,800 Block CALEDONIA AVE,VICTORIA,BC,48.43086236,-123.359848,12,Thursday,Traffic
BREAK & ENTER-BUSINESS,1400 Block BROAD ST,VICTORIA,BC,48.42749848,-123.3659997,12,Thursday,Breaking & Entering
POSSESSION-CANNABIS 30G & UNDR,1300 Block DALLAS RD,VICTORIA,BC,48.40588803,-123.3503711,10,Monday,Drugs
THEFT BICYCLE UNDER $5000,600 Block MANCHESTER RD,VICTORIA,BC,48.44238317,-123.3723645,4,Thursday,Theft
BREAK & ENTER-RESIDENCE,1300 Block JOHNSON ST,VICTORIA,BC,48.42546442,-123.3470211,18,Thursday,Breaking & Entering
COLLISION-NON-FATAL INJURY,CATHERINE ST & ESQUIMALT RD,VICTORIA,BC,48.4303977,-123.3847296,7,Thursday,Traffic
THEFT-OTHER UNDER $5000,500 Block ADMIRALS RD,VICTORIA,BC,48.42892619,-123.4169922,22,Thursday,Theft
MISCHIEF $5000 OR UNDER,800 Block FORT ST,VICTORIA,BC,48.42427015,-123.3620239,6,Thursday,Property Crime
COLLISION-NON-FATAL INJURY,BLACKWOOD ST & FINLAYSON ST,VICTORIA,BC,48.44691696,-123.3559682,7,Thursday,Traffic
THEFT FROM MV UNDER $5000,1000 Block LINDEN AVE,VICTORIA,BC,48.42172944,-123.3509273,18,Thursday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,2400 Block WARK ST,VICTORIA,BC,48.43469809,-123.3596068,10,Thursday,Other
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504379,-123.3652055,14,Thursday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,COOK ST & BALMORAL RD,VICTORIA,BC,48.42862847,-123.3530911,18,Thursday,Liquor
ASSAULT-W/WEAPON OR CBH,DOUGLAS ST & QUEENS AVE,VICTORIA,BC,48.43414655,-123.3646173,11,Thursday,Assault with Deadly Weapon
THEFT FROM MV UNDER $5000,500 Block YATES ST,VICTORIA,BC,48.42672096,-123.3688225,23,Thursday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,1100 Block LYALL ST,VICTORIA,BC,48.42732994,-123.4081338,23,Thursday,Other
THEFT-SHOPLIFTING UNDER $5000,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44490013,-123.3352263,14,Thursday,Theft
COLLISION-DAMAGE OVER $1000,DOUGLAS ST,VICTORIA,BC,48.41027177,-123.3688337,15,Thursday,Traffic
COLLISION-DAMAGE OVER $1000,BAY ST & DOUGLAS ST,VICTORIA,BC,48.43570965,-123.3654613,15,Thursday,Traffic
THEFT-OTHER UNDER $5000,DOUGLAS ST & BAY ST,VICTORIA,BC,48.43570965,-123.3654613,1,Thursday,Theft
TRAFFIC-WRITTEN WARNING,GREEN ST & QUADRA ST,VICTORIA,BC,48.43154188,-123.3585281,9,Friday,Traffic
MISCHIEF $5000 OR UNDER,200 Block COOK ST,VICTORIA,BC,48.41251018,-123.3573246,8,Thursday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558078,-123.3650406,15,Friday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,1400 Block DOUGLAS ST,VICTORIA,BC,48.42732052,-123.3646468,12,Friday,Other
THEFT BICYCLE UNDER $5000,3000 Block WASHINGTON AVE,VICTORIA,BC,48.4451681,-123.3806729,13,Friday,Theft
BREAK & ENTER-RESIDENCE,700 Block WILSON ST,VICTORIA,BC,48.43261022,-123.3914353,13,Friday,Breaking & Entering
THEFT FROM MV UNDER $5000,800 Block CALEDONIA AVE,VICTORIA,BC,48.43086236,-123.359848,16,Friday,Theft from Vehicle
LIQUOR-INTOX IN PUBLIC PLACE,1100 Block ESQUIMALT RD,VICTORIA,BC,48.43008119,-123.4111134,16,Friday,Liquor
THEFT-OTHER UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504379,-123.3652055,13,Friday,Theft
TRAFFIC-OTHER MOVING PROV,BLANSHARD ST & BAY ST,VICTORIA,BC,48.4355812,-123.3628369,13,Friday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block DUNEDIN ST,VICTORIA,BC,48.44122389,-123.3743455,19,Friday,Other
THEFT-OTHER UNDER $5000,900 Block ESQUIMALT RD,VICTORIA,BC,48.42965952,-123.4023658,10,Friday,Theft
CAUSE A DISTURBANCE,700 Block CALEDONIA AVE,VICTORIA,BC,48.43110253,-123.3640582,1,Friday,Disorder
MISCHIEF $5000 OR UNDER,800 Block FORT ST,VICTORIA,BC,48.42427015,-123.3620239,23,Friday,Property Crime
COLLISION-DAMAGE UNDER $1000,SHELBOURNE ST & HILLSIDE AVE,VICTORIA,BC,48.44568146,-123.333306,10,Friday,Traffic
CAUSE A DISTURBANCE,700 Block PRINCESS AVE,VICTORIA,BC,48.43342437,-123.3642257,16,Friday,Disorder
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block ADMIRALS RD,VICTORIA,BC,48.42892619,-123.4169922,20,Friday,Other
POSSESSION-CANNABIS 30G & UNDR,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504379,-123.3652055,20,Friday,Drugs
CAUSE A DISTURBANCE,900 Block CARLTON TER,VICTORIA,BC,48.43039874,-123.4019879,2,Friday,Disorder
THEFT-OTHER UNDER $5000,1600 Block FORT ST,VICTORIA,BC,48.42681781,-123.3362722,11,Friday,Theft
CAUSE A DISTURBANCE,VANCOUVER ST & YATES ST,VICTORIA,BC,48.42536016,-123.3565527,12,Friday,Disorder
TRAFFIC-INSURANCE VIOLATION,400 Block MONTREAL ST,VICTORIA,BC,48.42113484,-123.3792112,14,Friday,Traffic
THEFT BICYCLE UNDER $5000,700 Block FRONT ST,VICTORIA,BC,48.43294243,-123.3880839,12,Friday,Theft
TRAFFIC-OTHER MOVING PROV,800 Block FISGARD ST,VICTORIA,BC,48.42927526,-123.3612995,15,Friday,Traffic
THEFT BICYCLE UNDER $5000,STURDEE ST & ESQUIMALT RD,VICTORIA,BC,48.42977613,-123.4204136,10,Monday,Theft
CYCLIST,QUADRA ST & GREEN ST,VICTORIA,BC,48.43154188,-123.3585281,22,Thursday,Vehicle Stop
TRAFFIC-OTHER MOVING PROV,SONGHEES RD,VICTORIA,BC,48.42629085,-123.3776572,12,Friday,Traffic
TRAFFICK-CANNABIS 3000G & UNDR,1200 Block BROAD ST,VICTORIA,BC,54.99411978,-129.9574058,16,Friday,Drugs
WEAPONS-POSSESSION,AMERICAN ALLEY,VICTORIA,BC,48.4254377,-123.3650891,17,Friday,Weapons Offense
VEHICLE,1100 Block HEALD AVE,VICTORIA,BC,48.42654581,-123.4103625,22,Thursday,Vehicle Stop
BREAK & ENTER-RESIDENCE,500 Block MANCHESTER RD,VICTORIA,BC,48.44212012,-123.3744847,8,Friday,Breaking & Entering
FRAUD-CREDIT/DEBIT CARD,800 Block CALEDONIA AVE,VICTORIA,BC,48.43086236,-123.359848,12,Friday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,1800 Block FAIRFIELD RD,VICTORIA,BC,48.41556653,-123.3296212,15,Friday,Other
LIQUOR-INTOX IN PUBLIC PLACE,DOUGLAS ST & VIEW ST,VICTORIA,BC,48.4254377,-123.3650891,0,Friday,Liquor
ASSAULT-COMMON OR TRESPASS,3000 Block DOUGLAS ST,VICTORIA,BC,48.44414008,-123.3701207,8,Friday,Assault
MISCHIEF $5000 OR UNDER,1300 Block DOUGLAS ST,VICTORIA,BC,48.42643264,-123.3648447,0,Friday,Property Crime
ASSAULT-COMMON OR TRESPASS,2600 Block DOWLER PL,VICTORIA,BC,48.43809694,-123.3617384,15,Friday,Assault
BREAK & ENTER-RESIDENCE,600 Block ADMIRALS RD,VICTORIA,BC,48.43099854,-123.4169195,9,Friday,Breaking & Entering
